mls_number,price,address,above_grade_bedrooms,below_grade_bedrooms,bathrooms,community_name,land_size,annual_prop_tax,postal_code,lat,long
C5929083,"$1,499,900","202 MAXOME AVE
Toronto, Ontario M2M3L2","Above Grade
3","Below Grade
2","Total
2","Community Name
Newtonbrook East","Land Size
50 x 160 FT ; Approx. 8000 Sf, No Survey","Annual Property Taxes
$7,197.71",M2M 3L2,43.7915,-79.4103
40359302,"$999,999","20 MERCURY Road
Etobicoke, Ontario M9W3H5","Above Grade
3",,"Total
1",,"Land Size
under 1/2 acre",,M9W 3H5,43.7144,-79.5909
E5928795,"$899,000","1300 KINGSTON RD
Toronto, Ontario M1N1P5","Above Grade
2","Below Grade
1","Total
2","Community Name
Birchcliffe-Cliffside","Land Size
30.5 x 110 FT","Annual Property Taxes
$3,816.87",M1N 1P5,43.6952,-79.2646
C5928835,"$1,888,000","188 KINGSDALE AVE
Toronto, Ontario M2N3W9","Above Grade
3","Below Grade
1","Total
2","Community Name
Willowdale East","Land Size
42 x 101 FT","Annual Property Taxes
$6,305.65",M2N 3W9,43.7673,-79.4111
C5928857,"$1,299,000","16 ARCHER ST
Toronto, Ontario M6H1J2","Above Grade
4",,"Total
2","Community Name
Dufferin Grove","Land Size
20 x 75 FT","Annual Property Taxes
$4,720.54",M6H 1J2,43.6655,-79.4378
E5928705,"$799,000","7 MASON RD
Toronto, Ontario M1M3P9","Above Grade
3","Below Grade
1","Total
3","Community Name
Scarborough Village","Land Size
30 FT ; 3.71 Ft X 87.68 Ft X 30.03 Ft X 87.69 Ft","Annual Property Taxes
$3,216.53",M1M 3P9,43.7247,-79.2312
C5928715,"$999,900","31 HINES DR
Toronto, Ontario M2H2M2","Above Grade
3","Below Grade
1","Total
3","Community Name
Hillcrest Village","Land Size
30.1 x 119.7 FT","Annual Property Taxes
$4,183.39",M2H 2M2,43.8015,-79.3577
C5928691,"$4,999,000","21 KILLDEER CRES
Toronto, Ontario M4G2W7","Above Grade
5",,"Total
5","Community Name
Leaside","Land Size
60 x 150 FT ; Widens To 75 - See Survey","Annual Property Taxes
$14,598.75",M4G 2W7,43.7124,-79.3644
C5928681,"$1,988,800",Address not available,"Above Grade
3","Below Grade
2","Total
3","Community Name
Parkwoods-Donalda","Land Size
62.5 x 120 FT","Annual Property Taxes
$6,704.81",ila ble,,
40380522,"$799,000","7 MASON Road
Toronto, Ontario M1M3P9","Above Grade
3","Below Grade
1","Total
3",,"Land Size
under 1/2 acre",,M1M 3P9,43.7247,-79.2312
E5928639,"$1,690,000","326 STRATHMORE BLVD
Toronto, Ontario M4J1P8","Above Grade
3","Below Grade
1","Total
2","Community Name
Danforth","Land Size
39 x 122 FT","Annual Property Taxes
$6,161.35",M4J 1P8,43.6872,-79.3368
E5928613,"$1,028,000","70 SUNMOUNT RD
Toronto, Ontario M1T2A6","Above Grade
3","Below Grade
2","Total
3","Community Name
Tam O'Shanter-Sullivan","Land Size
46 x 117 FT","Annual Property Taxes
$4,389.57",M1T 2A6,43.7812,-79.3036
C5928611,"$1,899,000","11 HIGHVIEW CRES
Toronto, Ontario M6H2Y3","Above Grade
3",,"Total
2","Community Name
Wychwood","Land Size
33 x 87.66 FT ; See Survey Attached","Annual Property Taxes
$6,417.51",M6H 2Y3,43.6655,-79.4378
C5928637,"$1,688,000","30 KELLYTHORNE DR
Toronto, Ontario M3A2L4","Above Grade
4","Below Grade
2","Total
2","Community Name
Parkwoods-Donalda","Land Size
63.08 x 139.58 FT","Annual Property Taxes
$6,382.53",M3A 2L4,43.7545,-79.33
E5928575,"$1,499,900","123 CHINE DR
Toronto, Ontario M1M2K8","Above Grade
6","Below Grade
1","Total
3","Community Name
Cliffcrest","Land Size
50 x 150 FT","Annual Property Taxes
$4,682",M1M 2K8,43.7247,-79.2312
E5928347,"$1,899,000","33 WAVERLEY RD
Toronto, Ontario M4L3T2","Above Grade
3",,"Total
2","Community Name
The Beaches","Land Size
26 x 115 FT","Annual Property Taxes
$7,147.16",M4L 3T2,43.6693,-79.3155
C5928337,"$2,748,000","44 GARNIER CRT
Toronto, Ontario M2M4C9","Above Grade
4","Below Grade
1","Total
5","Community Name
Bayview Woods-Steeles","Land Size
60 x 125.63 FT","Annual Property Taxes
$10,035.10",M2M 4C9,43.7915,-79.4103
W5928265,"$1,999,999","60 NORSEMAN ST
Toronto, Ontario M8Z2P8",,,"Total
0","Community Name
Stonegate-Queensway","Land Size
79.99 x 125 FT ; **Plan 66R28535;City Of Toronto","Annual Property Taxes
$12,385.89",M8Z 2P8,43.6256,-79.5231
E5928073,"$995,000","14 NEAPOLITAN DR
Toronto, Ontario M1P4B1","Above Grade
3",,"Total
2","Community Name
Bendale","Land Size
98.23 x 23.71 FT ; Irreg, See Survey Attached","Annual Property Taxes
$3,583.06",M1P 4B1,43.7612,-79.2707
E5928025,"$998,000","50 HISTORIC TERR
Toronto, Ontario M1V3C2","Above Grade
3","Below Grade
2","Total
5","Community Name
Milliken","Land Size
43.4 x 102.3 FT","Annual Property Taxes
$3,968.54",M1V 3C2,43.8177,-79.2819
C5928225,"$5,495,000","55 CASTLE FRANK RD
Toronto, Ontario M4W2Z5","Above Grade
8",,"Total
5","Community Name
Rosedale-Moore Park","Land Size
60 x 168.62 FT","Annual Property Taxes
$22,231.40",M4W 2Z5,43.6827,-79.373
C5928165,"$2,880,000","119 HORSHAM AVE
Toronto, Ontario M2N2A1","Above Grade
4","Below Grade
2","Total
6","Community Name
Willowdale West","Land Size
60.01 x 140.26 FT","Annual Property Taxes
$10,915",M2N 2A1,43.7673,-79.4111
C5928005,"$1,449,999","184 ROYWOOD DR
Toronto, Ontario M3A2E6","Above Grade
3","Below Grade
1","Total
3","Community Name
Parkwoods-Donalda","Land Size
56 x 123 FT","Annual Property Taxes
$5,112.34",M3A 2E6,43.7545,-79.33
W5927921,"$1,149,000","1 RAVEN RD
Toronto, Ontario M6L2A5","Above Grade
2","Below Grade
1","Total
2","Community Name
Rustic","Land Size
35 x 124 FT","Annual Property Taxes
$3,576.74",M6L 2A5,43.7137,-79.4869
W5927919,"$1,589,000","12 KRIEGER CRES
Toronto, Ontario M6A1K5","Above Grade
3",,"Total
3","Community Name
Yorkdale-Glen Park","Land Size
60 x 100 FT","Annual Property Taxes
$5,175.54",M6A 1K5,43.7223,-79.4504
E5927943,"$1,385,000","57 WHITLEY CASTLE CRES
Toronto, Ontario M1V2P5","Above Grade
4","Below Grade
3","Total
4","Community Name
Agincourt North","Land Size
23.09 x 114.36 FT","Annual Property Taxes
$4,299.43",M1V 2P5,43.8177,-79.2819
E5927927,"$899,000","103 GATES AVE
Toronto, Ontario M4C1T2","Above Grade
3","Below Grade
1","Total
1","Community Name
East End-Danforth","Land Size
25 x 100 FT","Annual Property Taxes
$4,038.05",M4C 1T2,43.6913,-79.3116
E5927785,"$3,200,000","103 HILL CRES
Toronto, Ontario M1M1J7","Above Grade
3","Below Grade
2","Total
4","Community Name
Guildwood","Land Size
180 x 180 FT ; Irregular Lot","Annual Property Taxes
$9,788.33",M1M 1J7,43.7247,-79.2312
E5927713,"$995,000","31 WILEY AVE
Toronto, Ontario M4J3W3","Above Grade
2","Below Grade
1","Total
2","Community Name
Danforth","Land Size
23.03 x 90.62 FT","Annual Property Taxes
$3,968.54",M4J 3W3,43.6872,-79.3368
E5927577,"$949,900","2 LEYTON AVE
Toronto, Ontario M1L3T4","Above Grade
3","Below Grade
1","Total
2","Community Name
Oakridge","Land Size
27 x 122 FT","Annual Property Taxes
$2,729",M1L 3T4,43.7122,-79.2843
C5927941,"$1,999,000","397 CRAWFORD ST
Toronto, Ontario M6J2W1","Above Grade
3","Below Grade
1","Total
3","Community Name
Trinity-Bellwoods","Land Size
16.01 x 112 FT","Annual Property Taxes
$7,800",M6J 2W1,43.648,-79.4177
C5927667,"$899,000","239 NORTHCLIFFE BLVD
Toronto, Ontario M6E3K8","Above Grade
3",,"Total
2","Community Name
Oakwood Village","Land Size
31.04 x 117.85 FT","Annual Property Taxes
$4,676.30",M6E 3K8,43.6889,-79.4507
C5927579,"$1,998,000","6 WARING CRT
Toronto, Ontario M2N4G7","Above Grade
4","Below Grade
1","Total
4","Community Name
Willowdale East","Land Size
50 x 120.58 FT","Annual Property Taxes
$8,556.37",M2N 4G7,43.7673,-79.4111
40379282,"$3,200,000","103 HILL Crescent
Toronto, Ontario M1M1J7","Above Grade
3","Below Grade
2","Total
5",,"Land Size
1/2 - 1.99 acres",,M1M 1J7,43.7247,-79.2312
W5927377,"$998,800","17 WOODENHILL CRT
Toronto, Ontario M6M1K8","Above Grade
3",,"Total
2","Community Name
Keelesdale-Eglinton West","Land Size
26.5 x 119.85 FT","Annual Property Taxes
$3,481.85",M6M 1K8,43.6934,-79.4857
W5927341,"$999,000","50 REGENT ST
Toronto, Ontario M6N3N9","Above Grade
3","Below Grade
1","Total
3","Community Name
Keelesdale-Eglinton West","Land Size
34.58 x 85 FT","Annual Property Taxes
$3,210.22",M6N 3N9,43.6748,-79.4839
E5927419,"$1,199,000","162 VALDOR DR N
Toronto, Ontario M1V1R5","Above Grade
4","Below Grade
3","Total
4","Community Name
Agincourt North","Land Size
45 x 110 FT ; 50.53 Feet At Back","Annual Property Taxes
$4,322.43",M1V 1R5,43.8177,-79.2819
E5927353,"$1,200,000","28 ARAGON AVE
Toronto, Ontario M1T1X7","Above Grade
3",,"Total
3","Community Name
Tam O'Shanter-Sullivan","Land Size
52 x 174 FT ; As Per Geo Warehouse","Annual Property Taxes
$4,738.81",M1T 1X7,43.7812,-79.3036
E5927069,"$1,199,900","46 MCGRATH CRT
Toronto, Ontario M1C3B5","Above Grade
4",,"Total
3","Community Name
Centennial Scarborough","Land Size
40 x 132.5 FT","Annual Property Taxes
$4,164.40",M1C 3B5,43.7878,-79.1564
C5927391,"$2,600,000","3945 DUFFERIN ST
Toronto, Ontario M3H5R4","Above Grade
3","Below Grade
3","Total
2","Community Name
Bathurst Manor","Land Size
29.56 x 132.89 FT","Annual Property Taxes
$3,418.76",M3H 5R4,43.7535,-79.4472
C5927371,"$1,199,000","40 DALESIDE CRES
Toronto, Ontario M4A2H6","Above Grade
4",,"Total
2","Community Name
Victoria Village","Land Size
29.92 x 135 FT","Annual Property Taxes
$3,650",M4A 2H6,43.7276,-79.3148
C5927141,"$1,998,000","17 BASSWOOD RD
Toronto, Ontario M2N2N5","Above Grade
4",,"Total
4","Community Name
Willowdale West","Land Size
33.04 x 100.16 FT","Annual Property Taxes
$7,646.40",M2N 2N5,43.7673,-79.4111
W5926783,"$1,499,000","911 ROYAL YORK RD
Toronto, Ontario M8Y2V8","Above Grade
2","Below Grade
2","Total
2","Community Name
Stonegate-Queensway","Land Size
33.33 x 120 FT","Annual Property Taxes
$5,561.01",M8Y 2V8,43.6325,-79.4939
W5926667,"$3,198,000","77 MATTICE AVE
Toronto, Ontario M9B1T5","Above Grade
4","Below Grade
2","Total
5","Community Name
Islington-City Centre West","Land Size
48 x 120 FT","Annual Property Taxes
$9,295.73",M9B 1T5,43.6505,-79.5517
W5926531,"$3,399,000","49 BRAECREST AVE
Toronto, Ontario M9P1Z6","Above Grade
4","Below Grade
2","Total
5","Community Name
Humber Heights","Land Size
50 x 156.58 FT","Annual Property Taxes
$12,461.72",M9P 1Z6,43.6949,-79.5323
W5926533,"$2,769,000","84 GRENVIEW BLVD S
Toronto, Ontario M8Y3S5","Above Grade
4","Below Grade
2","Total
4","Community Name
Stonegate-Queensway","Land Size
38.79 x 103 FT ; **City Of Toronto","Annual Property Taxes
$9,548.52",M8Y 3S5,43.6325,-79.4939
E5926839,"$1,299,000","12 FULTON AVE
Toronto, Ontario M4K1X5","Above Grade
4",,"Total
3","Community Name
Playter Estates-Danforth","Land Size
56 x 38 FT","Annual Property Taxes
$6,605.05",M4K 1X5,43.6803,-79.3538
E5926681,"$899,000","487 SCARBOROUGH RD
Toronto, Ontario M4E3N3","Above Grade
3",,"Total
2","Community Name
East End-Danforth","Land Size
13.5 x 100.25 FT","Annual Property Taxes
$3,850",M4E 3N3,43.6784,-79.2941
C5926957,"$1,188,000","604 OAKWOOD AVE
Toronto, Ontario M6E2X8","Above Grade
2",,"Total
1","Community Name
Oakwood Village","Land Size
25 x 93.87 FT","Annual Property Taxes
$3,759.35",M6E 2X8,43.6889,-79.4507
C5926973,"$1,569,000","18 MINHO BLVD
Toronto, Ontario M6G4B5","Above Grade
3","Below Grade
1","Total
3","Community Name
Wychwood","Land Size
23 x 75 FT","Annual Property Taxes
$5,876.97",M6G 4B5,43.6683,-79.4205
C5926949,"$2,999,000","43 RUSHOLME RD
Toronto, Ontario M6J3H3","Above Grade
4",,"Total
4","Community Name
Little Portugal","Land Size
30.15 x 95.24 FT","Annual Property Taxes
$7,734.86",M6J 3H3,43.648,-79.4177
C5926911,"$3,488,000","11 CALDERON CRES
Toronto, Ontario M2R2E4","Above Grade
4","Below Grade
2","Total
5","Community Name
Newtonbrook West","Land Size
60.14 x 125.1 FT","Annual Property Taxes
$0",M2R 2E4,43.7786,-79.445
C5926787,"$3,669,000","189 ARGYLE ST
Toronto, Ontario M6J1P5","Above Grade
4",,"Total
4","Community Name
Little Portugal","Land Size
17 x 100 FT","Annual Property Taxes
$8,828.11",M6J 1P5,43.648,-79.4177
C5926775,"$899,000","320 ATLAS AVE
Toronto, Ontario M6C3P9","Above Grade
3","Below Grade
1","Total
2","Community Name
Oakwood Village","Land Size
25 x 105 FT","Annual Property Taxes
$4,300",M6C 3P9,43.6915,-79.4307
C5926719,"$2,499,000","36 KELWAY BLVD
Toronto, Ontario M5N1H1","Above Grade
3",,"Total
3","Community Name
Lawrence Park South","Land Size
29.99 x 119.5 FT","Annual Property Taxes
$8,234.09",M5N 1H1,43.7113,-79.4195
C5926607,"$1,598,000","43 NORTH HILLS TERR
Toronto, Ontario M3C1M5","Above Grade
4","Below Grade
2","Total
4","Community Name
Banbury-Don Mills","Land Size
60 x 105 FT","Annual Property Taxes
$8,884.98",M3C 1M5,43.7334,-79.3329
40379983,"$1,299,000","12 FULTON Avenue
Toronto, Ontario M4K1X5","Above Grade
4",,"Total
3",,"Land Size
under 1/2 acre",,M4K 1X5,43.6803,-79.3538
W5926513,"$1,265,000","495 QUEBEC AVE
Toronto, Ontario M6P2V6","Above Grade
3","Below Grade
1","Total
2","Community Name
Junction Area","Land Size
16.33 x 100 FT","Annual Property Taxes
$3,936.94",M6P 2V6,43.6605,-79.4633
W5926441,"$1,499,000","26 BEAVERBROOK AVE
Toronto, Ontario M9B2M9","Above Grade
3","Below Grade
1","Total
2","Community Name
Princess-Rosethorn","Land Size
50 x 110 FT","Annual Property Taxes
$5,081",M9B 2M9,43.6505,-79.5517
E5926519,"$1,999,900","203 OAK PARK AVE
Toronto, Ontario M4C4N2","Above Grade
4","Below Grade
1","Total
5","Community Name
Woodbine-Lumsden","Land Size
27 x 100 FT","Annual Property Taxes
$3,507.23",M4C 4N2,43.6913,-79.3116
E5926419,"$799,900","23 THYRA AVE
Toronto, Ontario M4C5G6","Above Grade
2",,"Total
2","Community Name
Crescent Town","Land Size
16.75 x 123.75 FT","Annual Property Taxes
$3,115.43",M4C 5G6,43.6913,-79.3116
E5926405,"$999,999","37 KINGSTON RD
Toronto, Ontario M4L1S5","Above Grade
2",,"Total
2","Community Name
The Beaches","Land Size
16 x 113 FT","Annual Property Taxes
$3,728.41",M4L 1S5,43.6693,-79.3155
E5926407,"$1,099,000","55 WATERFIELD DR
Toronto, Ontario M1P3W9","Above Grade
3",,"Total
2","Community Name
Bendale","Land Size
60 x 107.75 FT","Annual Property Taxes
$4,019.09",M1P 3W9,43.7612,-79.2707
E5926397,"$1,399,000","12 BRINLOOR BLVD
Toronto, Ontario M1M1L2","Above Grade
3",,"Total
2","Community Name
Scarborough Village","Land Size
70.96 x 170.58 FT","Annual Property Taxes
$4,493.04",M1M 1L2,43.7247,-79.2312
W5926311,"$999,000","8 MARKBURN CRT
Toronto, Ontario M9C4Z1","Above Grade
3",,"Total
3","Community Name
Eringate-Centennial-West Deane","Land Size
21.47 x 85.74 FT","Annual Property Taxes
$3,488.27",M9C 4Z1,43.6437,-79.5767
E5926339,"$1,000,000","15 RADNOR AVE
Toronto, Ontario M1P1G3","Above Grade
3","Below Grade
1","Total
3","Community Name
Dorset Park","Land Size
45 x 109 FT ; Irregular","Annual Property Taxes
$3,709.45",M1P 1G3,43.7612,-79.2707
C5926161,"$3,750,000","430 PALMERSTON BLVD
Toronto, Ontario M6G2N8","Above Grade
6","Below Grade
1","Total
5","Community Name
Palmerston-Little Italy","Land Size
37 x 128 FT","Annual Property Taxes
$13,194.77",M6G 2N8,43.6683,-79.4205
W5926127,"$1,267,000","53 TARRAGONA BLVD
Toronto, Ontario M6N5C2","Above Grade
3","Below Grade
1","Total
4","Community Name
Junction Area","Land Size
20.04 x 78.74 FT","Annual Property Taxes
$4,044.37",M6N 5C2,43.6748,-79.4839
W5926087,"$1,649,900","217 EVELYN AVE
Toronto, Ontario M6P2Z8","Above Grade
3","Below Grade
1","Total
3","Community Name
Junction Area","Land Size
35 x 120 FT","Annual Property Taxes
$5,548.38",M6P 2Z8,43.6605,-79.4633
E5926101,"$2,499,000","19 BRAEBURN BLVD
Toronto, Ontario M1J2P9","Above Grade
4","Below Grade
1","Total
5","Community Name
Eglinton East","Land Size
100 x 193 FT","Annual Property Taxes
$7,760.14",M1J 2P9,43.7464,-79.2323
C5926073,"$5,580,000","157 BEECHWOOD AVE
Toronto, Ontario M2L1J9","Above Grade
4","Below Grade
2","Total
7","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
50 x 145 FT","Annual Property Taxes
$15,804.64",M2L 1J9,43.7547,-79.3764
C5926097,"$1,720,000","166 RUMSEY RD
Toronto, Ontario M4G1P5","Above Grade
2","Below Grade
1","Total
2","Community Name
Leaside","Land Size
25.5 x 115 FT ; Slightly Irregular At Rear As Per Survey","Annual Property Taxes
$5,990.72",M4G 1P5,43.7124,-79.3644
C5926059,"$4,680,000","46 ELGIN AVE
Toronto, Ontario M5R1G6","Above Grade
3",,"Total
6","Community Name
Annex","Land Size
23.37 x 138.25 FT","Annual Property Taxes
$18,831.60",M5R 1G6,43.6736,-79.4035
40378486,"$1,200,000","22 HUTTON Avenue
Toronto, Ontario M4C3L3","Above Grade
2","Below Grade
1","Total
2",,"Land Size
0.078 ac|under 1/2 acre",,M4C 3L3,43.6913,-79.3116
W5925791,"$958,888","8 ROSEGLEN CRES
Toronto, Ontario M3N1G6","Above Grade
3",,"Total
2","Community Name
Glenfield-Jane Heights","Land Size
50.12 x 120.29 FT","Annual Property Taxes
$3,216.53",M3N 1G6,43.7568,-79.521
E5925643,"$1,349,900","148 MONARCH PARK AVE
Toronto, Ontario M4J4R6","Above Grade
3",,"Total
2","Community Name
Danforth","Land Size
18 x 100 FT","Annual Property Taxes
$4,385.61",M4J 4R6,43.6872,-79.3368
C5925929,"$1,499,999","1156 OSSINGTON AVE
Toronto, Ontario M6G3W1","Above Grade
3","Below Grade
1","Total
3","Community Name
Wychwood","Land Size
27 x 123.58 FT","Annual Property Taxes
$3,987.50",M6G 3W1,43.6683,-79.4205
C5925765,"$3,195,000","30 OLD BRIDLE PATH
Toronto, Ontario M4T1A7","Above Grade
4",,"Total
5","Community Name
Rosedale-Moore Park","Land Size
35.99 x 113.17 FT","Annual Property Taxes
$12,605",M4T 1A7,43.6899,-79.3853
C5925699,"$3,499,000","367 MANOR RD E
Toronto, Ontario M4S1S7","Above Grade
4","Below Grade
1","Total
5","Community Name
Mount Pleasant East","Land Size
25 x 125 FT ; Rear Private Drive L Shape Lot","Annual Property Taxes
$6,521.55",M4S 1S7,43.702,-79.3853
C5925675,"$1,599,999","23 BELVIDERE AVE
Toronto, Ontario M6C1P4","Above Grade
3",,"Total
3","Community Name
Oakwood Village","Land Size
54.26 x 107.78 FT ; Irregular","Annual Property Taxes
$5,238.72",M6C 1P4,43.6915,-79.4307
W5925419,"$999,900","28 TREEVIEW DR
Toronto, Ontario M8W4B9","Above Grade
5","Below Grade
2","Total
3","Community Name
Alderwood","Land Size
53.01 x 139.75 FT","Annual Property Taxes
$4,853.25",M8W 4B9,43.6021,-79.5402
W5925363,"$2,999,999","151 SHAVER AVE N
Toronto, Ontario M9B4N9","Above Grade
4","Below Grade
1","Total
4","Community Name
Islington-City Centre West","Land Size
40 x 128 FT ; 157.32Ft X 49.84Ft X 128.14Ft X 40.43Ft","Annual Property Taxes
$9,807.60",M9B 4N9,43.6505,-79.5517
W5925307,"$1,399,000","6 BURIN CRT
Toronto, Ontario M9C4Y3","Above Grade
4",,"Total
3","Community Name
Eringate-Centennial-West Deane","Land Size
33.96 x 138.47 FT","Annual Property Taxes
$5,358.79",M9C 4Y3,43.6437,-79.5767
W5925309,"$979,900","20 RUTHMAR CRES
Toronto, Ontario M3N2C5","Above Grade
3",,"Total
2","Community Name
Black Creek","Land Size
23 x 131 FT ; Irregular Lot","Annual Property Taxes
$2,710.99",M3N 2C5,43.7568,-79.521
W5925231,"$2,148,000","16 RENNIE TERR
Toronto, Ontario M6S3C6","Above Grade
3","Below Grade
1","Total
3","Community Name
High Park-Swansea","Land Size
35 x 113 FT","Annual Property Taxes
$7,393.62",M6S 3C6,43.6512,-79.4828
W5925237,"$1,500,000","276 LANOR AVE
Toronto, Ontario M8W2P9","Above Grade
3","Below Grade
1","Total
2","Community Name
Alderwood","Land Size
59 x 100 FT ; Premium 59 Foot Frontage Lot","Annual Property Taxes
$4,227.63",M8W 2P9,43.6021,-79.5402
W5925205,"$2,950,000","201 VAN DUSEN BLVD
Toronto, Ontario M8Z3H7","Above Grade
4","Below Grade
1","Total
6","Community Name
Islington-City Centre West","Land Size
48 x 118 FT","Annual Property Taxes
$9,458.40",M8Z 3H7,43.6256,-79.5231
E5925543,"$899,900","94 SQUIRES AVE
Toronto, Ontario M4B2S1","Above Grade
4",,"Total
2","Community Name
O'Connor-Parkview","Land Size
40 x 100 FT","Annual Property Taxes
$4,511.51",M4B 2S1,43.7063,-79.3094
E5925297,"$1,049,900","26 BRIARBLUFF AVE
Toronto, Ontario M1E3H3","Above Grade
3",,"Total
2","Community Name
West Hill","Land Size
50.86 x 110.3 FT ; As Per Survey Attached","Annual Property Taxes
$3,532.50",M1E 3H3,43.7678,-79.1866
E5925251,"$1,300,000","1251 WARDEN AVE
Toronto, Ontario M1R2R4","Above Grade
3","Below Grade
3","Total
2","Community Name
Wexford-Maryvale","Land Size
40 x 125 FT","Annual Property Taxes
$3,256",M1R 2R4,43.7507,-79.3003
C5925475,"$899,000","149 WINONA DR
Toronto, Ontario M6G3T1","Above Grade
3",,"Total
2","Community Name
Wychwood","Land Size
28.5 x 140 FT","Annual Property Taxes
$6,319.33",M6G 3T1,43.6683,-79.4205
C5925279,"$1,290,000","42 MUIRHEAD RD
Toronto, Ontario M2J3W4","Above Grade
3",,"Total
3","Community Name
Pleasant View","Land Size
30.3 x 130.42 FT","Annual Property Taxes
$4,088.61",M2J 3W4,43.7801,-79.3479
C5925247,"$1,795,000","5 BOWMAN ST
Toronto, Ontario M4X1V1","Above Grade
2",,"Total
2","Community Name
Cabbagetown-South St. James Town","Land Size
16.5 x 66 FT","Annual Property Taxes
$6,944.94",M4X 1V1,43.6684,-79.3689
C5925201,"$2,189,000","28 RANLEIGH AVE
Toronto, Ontario M4N1W9","Above Grade
4","Below Grade
1","Total
3","Community Name
Lawrence Park North","Land Size
32 x 129.75 FT","Annual Property Taxes
$8,006.59",M4N 1W9,43.7301,-79.3935
